BMI,Gender,Age,Fitness_Level,Goal,Exercise
16.3,Female,60,Beginner,Flexibility,Pigeon Pose
27.0,Female,46,Beginner,Flexibility,Forward Fold
22.5,Male,31,Advanced,Strength,Lat Pulldown
19.0,Female,27,Intermediate,Flexibility,Forward Fold
22.7,Male,36,Advanced,Flexibility,Pigeon Pose
22.3,Male,46,Beginner,Strength,Machine Chest Fly
27.7,Female,26,Intermediate,Strength,Leg Press
34.7,Female,51,Advanced,Endurance,Push Ups
15.9,Male,19,Intermediate,Flexibility,Child's Pose
33.9,Female,48,Intermediate,Flexibility,Shoulder Pass-Throughs
23.4,Male,19,Advanced,Flexibility,Hamstring Stretch (Standing)
20.1,Male,53,Advanced,Endurance,Recumbent Bike
32.8,Female,37,Advanced,Fat Loss,Jump Rope
32.4,Male,60,Intermediate,Strength,Deadlift
33.7,Male,45,Advanced,Flexibility,Hamstring Stretch (Standing)
34.0,Male,56,Intermediate,Endurance,Air Squats
21.0,Male,20,Beginner,Endurance,Battle Ropes
23.6,Female,55,Beginner,Endurance,Air Squats
32.8,Female,25,Intermediate,Strength,Barbell Squat
32.8,Female,25,Intermediate,Strength,Machine Leg Extension
31.7,Male,37,Beginner,Strength,Machine Leg Extension
22.3,Female,60,Beginner,Strength,Overhead Press
31.0,Male,58,Beginner,Fat Loss,Kettlebell Swing
26.2,Male,26,Beginner,Flexibility,Shoulder Pass-Throughs
30.7,Female,52,Beginner,Strength,Leg Press
26.1,Male,46,Advanced,Flexibility,Shoulder Pass-Throughs
31.5,Male,27,Intermediate,Endurance,Cycling (Outdoor)
30.9,Male,51,Advanced,Endurance,Plank
27.4,Female,56,Advanced,Endurance,Battle Ropes
31.5,Male,27,Intermediate,Endurance,Cycling (Outdoor)
24.9,Female,58,Intermediate,Strength,Dumbbell Rows
31.2,Female,25,Beginner,Strength,Leg Press
28.4,Male,45,Advanced,Flexibility,Forward Fold
16.9,Female,30,Intermediate,Endurance,Push Ups
19.8,Male,56,Beginner,Flexibility,Shoulder Pass-Throughs
33.4,Male,60,Intermediate,Strength,Machine Chest Fly
30.2,Female,46,Advanced,Endurance,Kettlebell Clean & Press
34.7,Female,51,Advanced,Endurance,Wall Sit
16.0,Female,48,Advanced,Flexibility,Deep Squat Hold
16.6,Male,51,Intermediate,Endurance,Plank
25.6,Male,52,Intermediate,Endurance,Recumbent Bike
19.3,Male,49,Advanced,Strength,Barbell Squat
32.3,Male,60,Advanced,Strength,Overhead Press
28.8,Male,50,Intermediate,Endurance,Push Ups
17.9,Female,54,Intermediate,Endurance,Air Squats
18.0,Female,52,Intermediate,Strength,Leg Press
27.7,Female,26,Intermediate,Strength,Deadlift
27.8,Male,55,Beginner,Endurance,Recumbent Bike
25.6,Male,52,Intermediate,Endurance,Battle Ropes
23.0,Male,54,Beginner,Strength,Overhead Press
24.2,Female,25,Intermediate,Endurance,Push Ups
34.3,Female,36,Beginner,Endurance,Wall Sit
18.0,Female,48,Advanced,Endurance,Running (Outdoor)
32.2,Male,55,Advanced,Flexibility,Cat-Cow Stretch
34.0,Male,53,Advanced,Strength,Leg Press
16.0,Female,48,Advanced,Flexibility,Spiderman Stretch
32.7,Female,51,Intermediate,Endurance,Push Ups
18.6,Male,38,Intermediate,Endurance,Kettlebell Clean & Press
32.1,Male,36,Advanced,Endurance,Recumbent Bike
25.9,Female,55,Beginner,Flexibility,Pigeon Pose
23.9,Male,25,Beginner,Fat Loss,Goblet Squat
27.0,Female,23,Advanced,Endurance,Kettlebell Clean & Press
22.2,Male,59,Beginner,Flexibility,Spiderman Stretch
22.6,Male,39,Advanced,Fat Loss,Running (Treadmill)
26.6,Male,56,Advanced,Fat Loss,Jumping Jacks
17.9,Male,58,Advanced,Strength,Overhead Press
32.6,Male,24,Beginner,Fat Loss,Goblet Squat
30.5,Female,25,Intermediate,Fat Loss,Step Ups
29.3,Female,21,Beginner,Strength,Overhead Press
34.8,Female,38,Beginner,Flexibility,Child's Pose
26.5,Female,59,Intermediate,Fat Loss,Goblet Squat
25.6,Male,51,Beginner,Strength,Pull Ups
15.7,Female,45,Advanced,Flexibility,Deep Squat Hold
15.2,Female,30,Beginner,Strength,Machine Chest Fly
28.3,Female,31,Intermediate,Endurance,Battle Ropes
29.4,Female,50,Beginner,Fat Loss,Jumping Jacks
21.0,Male,20,Beginner,Endurance,Recumbent Bike
24.0,Male,36,Intermediate,Strength,Pull Ups
31.1,Male,52,Advanced,Strength,Deadlift
17.9,Male,58,Advanced,Strength,Dumbbell Rows
16.9,Male,27,Advanced,Strength,Deadlift
33.5,Male,32,Advanced,Strength,Bench Press
33.4,Male,60,Intermediate,Strength,Machine Chest Fly
23.7,Female,20,Intermediate,Fat Loss,Kettlebell Swing
26.0,Male,55,Beginner,Strength,Machine Chest Fly
22.3,Male,32,Beginner,Strength,Lat Pulldown
26.6,Male,56,Advanced,Fat Loss,Running (Treadmill)
20.6,Male,37,Beginner,Strength,Bench Press
18.3,Female,55,Beginner,Fat Loss,Running (Treadmill)
26.3,Male,25,Beginner,Strength,Bench Press
29.0,Male,58,Beginner,Strength,Bench Press
17.2,Female,58,Advanced,Endurance,Kettlebell Clean & Press
32.4,Male,60,Intermediate,Strength,Machine Chest Fly
18.7,Female,60,Intermediate,Fat Loss,Dumbbell Lunges
26.2,Male,26,Beginner,Flexibility,Spiderman Stretch
22.3,Male,22,Beginner,Fat Loss,Mountain Climbers
22.3,Male,46,Beginner,Strength,T-Bar Row
30.9,Female,57,Intermediate,Endurance,Kettlebell Clean & Press
30.1,Male,48,Intermediate,Fat Loss,Jumping Jacks
15.1,Female,55,Beginner,Fat Loss,Elliptical Trainer
16.8,Male,51,Intermediate,Fat Loss,Mountain Climbers
27.9,Male,25,Intermediate,Flexibility,Spiderman Stretch
17.1,Female,33,Advanced,Strength,T-Bar Row
25.6,Male,52,Intermediate,Endurance,Recumbent Bike
32.7,Male,58,Beginner,Fat Loss,Dumbbell Lunges
33.7,Male,45,Advanced,Flexibility,Hamstring Stretch (Standing)
16.6,Female,58,Advanced,Endurance,Plank
24.9,Female,47,Beginner,Endurance,Plank
25.9,Female,36,Beginner,Flexibility,Hamstring Stretch (Standing)
29.1,Female,26,Advanced,Strength,Barbell Squat
28.3,Female,31,Intermediate,Endurance,Wall Sit
17.9,Female,35,Advanced,Flexibility,Cat-Cow Stretch
34.0,Male,32,Intermediate,Strength,Bench Press
32.7,Female,51,Intermediate,Endurance,Recumbent Bike
27.3,Female,19,Beginner,Flexibility,Deep Squat Hold
32.5,Male,59,Intermediate,Flexibility,Forward Fold
17.1,Male,48,Advanced,Strength,Bench Press
15.2,Female,23,Intermediate,Endurance,Wall Sit
28.7,Male,58,Advanced,Endurance,Recumbent Bike
31.3,Female,52,Beginner,Endurance,Kettlebell Clean & Press
15.7,Male,31,Intermediate,Endurance,Air Squats
21.7,Female,56,Beginner,Fat Loss,Running (Treadmill)
15.8,Female,56,Intermediate,Endurance,Cycling (Outdoor)
23.3,Female,51,Beginner,Fat Loss,Step Ups
32.2,Female,21,Intermediate,Strength,Bench Press
18.3,Female,55,Beginner,Fat Loss,Dumbbell Lunges
30.9,Female,57,Intermediate,Endurance,Kettlebell Clean & Press
27.3,Male,23,Intermediate,Strength,Overhead Press
29.7,Male,33,Beginner,Endurance,Air Squats
32.1,Male,36,Advanced,Endurance,Cycling (Outdoor)
34.6,Male,38,Intermediate,Flexibility,Cat-Cow Stretch
25.3,Female,32,Beginner,Strength,Barbell Squat
24.1,Female,30,Intermediate,Fat Loss,Step Ups
28.2,Female,18,Intermediate,Strength,Machine Chest Fly
31.4,Female,38,Beginner,Flexibility,Child's Pose
34.7,Female,51,Advanced,Endurance,Plank
29.6,Male,22,Intermediate,Endurance,Running (Outdoor)
32.0,Male,30,Beginner,Flexibility,Deep Squat Hold
28.3,Female,31,Intermediate,Endurance,Battle Ropes
25.6,Male,25,Intermediate,Endurance,Cycling (Outdoor)
19.4,Female,27,Beginner,Endurance,Kettlebell Clean & Press
24.9,Female,47,Beginner,Endurance,Wall Sit
32.2,Female,21,Intermediate,Strength,Bench Press
32.7,Female,51,Intermediate,Endurance,Recumbent Bike
25.3,Female,19,Intermediate,Flexibility,Pigeon Pose
29.3,Female,55,Beginner,Endurance,Wall Sit
23.7,Female,20,Intermediate,Fat Loss,Mountain Climbers
24.6,Male,22,Intermediate,Endurance,Recumbent Bike
16.3,Female,60,Beginner,Flexibility,Pigeon Pose
26.1,Male,46,Advanced,Flexibility,Shoulder Pass-Throughs
22.2,Male,60,Intermediate,Strength,Lat Pulldown
31.0,Male,58,Beginner,Fat Loss,Mountain Climbers
18.0,Female,21,Advanced,Endurance,Air Squats
34.7,Female,51,Advanced,Endurance,Battle Ropes
16.6,Female,35,Advanced,Strength,Lat Pulldown
22.6,Male,60,Advanced,Strength,Dumbbell Rows
20.8,Female,58,Advanced,Endurance,Plank
34.5,Male,18,Intermediate,Fat Loss,Jumping Jacks
33.8,Male,36,Advanced,Fat Loss,Dumbbell Lunges
21.5,Female,57,Intermediate,Flexibility,Forward Fold
25.6,Male,25,Intermediate,Endurance,Push Ups
24.1,Female,59,Intermediate,Endurance,Kettlebell Clean & Press
32.1,Male,58,Advanced,Endurance,Wall Sit
27.7,Female,46,Intermediate,Flexibility,Spiderman Stretch
23.0,Male,54,Beginner,Strength,Barbell Squat
31.2,Male,36,Intermediate,Fat Loss,Burpees
32.7,Female,58,Beginner,Endurance,Battle Ropes
23.9,Female,57,Intermediate,Flexibility,Deep Squat Hold
19.6,Male,52,Intermediate,Endurance,Air Squats
20.8,Female,58,Advanced,Endurance,Battle Ropes
22.0,Female,30,Advanced,Endurance,Air Squats
23.0,Male,49,Beginner,Endurance,Wall Sit
23.8,Female,59,Intermediate,Fat Loss,Burpees
18.6,Female,26,Advanced,Fat Loss,Jump Rope
21.5,Female,57,Intermediate,Flexibility,Spiderman Stretch
30.4,Male,22,Intermediate,Fat Loss,Burpees
18.0,Female,21,Advanced,Endurance,Air Squats
19.9,Male,36,Intermediate,Strength,Pull Ups
30.3,Male,59,Beginner,Flexibility,Shoulder Pass-Throughs
25.2,Female,32,Advanced,Fat Loss,Jump Rope
16.6,Male,58,Beginner,Endurance,Push Ups
32.6,Male,24,Beginner,Fat Loss,Kettlebell Swing
22.0,Female,18,Intermediate,Fat Loss,Running (Treadmill)
26.0,Male,58,Intermediate,Flexibility,Shoulder Pass-Throughs
22.1,Male,20,Advanced,Endurance,Air Squats
17.2,Female,58,Advanced,Endurance,Battle Ropes
22.7,Male,36,Advanced,Flexibility,Shoulder Pass-Throughs
19.1,Female,60,Beginner,Strength,Overhead Press
29.7,Male,33,Beginner,Endurance,Plank
20.1,Male,53,Advanced,Endurance,Battle Ropes
33.5,Male,32,Advanced,Strength,Leg Press
29.7,Male,33,Beginner,Endurance,Battle Ropes
33.5,Male,32,Advanced,Strength,Leg Press
19.1,Female,60,Beginner,Strength,Bench Press
26.5,Female,59,Intermediate,Fat Loss,Dumbbell Lunges
24.1,Male,21,Advanced,Endurance,Plank
24.5,Female,54,Advanced,Strength,Leg Press
33.5,Male,32,Advanced,Strength,Bench Press
21.9,Female,57,Beginner,Flexibility,Forward Fold
33.0,Female,24,Beginner,Fat Loss,Dumbbell Lunges
22.7,Female,21,Advanced,Fat Loss,Kettlebell Swing
20.7,Male,37,Beginner,Endurance,Battle Ropes
24.6,Male,22,Intermediate,Endurance,Kettlebell Clean & Press
16.4,Male,58,Beginner,Strength,Machine Leg Extension
19.1,Female,60,Beginner,Strength,Pull Ups
22.7,Female,21,Advanced,Fat Loss,Elliptical Trainer
28.4,Male,45,Advanced,Flexibility,Forward Fold
16.7,Female,20,Intermediate,Endurance,Battle Ropes
17.5,Female,21,Advanced,Strength,Lat Pulldown
22.3,Female,36,Beginner,Fat Loss,Dumbbell Lunges
19.5,Male,47,Advanced,Fat Loss,Burpees
22.6,Male,33,Beginner,Flexibility,Spiderman Stretch
34.0,Male,32,Intermediate,Strength,Overhead Press
31.0,Female,60,Intermediate,Fat Loss,Step Ups
18.7,Female,60,Intermediate,Fat Loss,Dumbbell Lunges
30.9,Female,57,Intermediate,Endurance,Wall Sit
28.3,Male,55,Advanced,Fat Loss,Jumping Jacks
26.1,Female,38,Intermediate,Strength,Machine Chest Fly
20.6,Male,37,Beginner,Strength,Machine Chest Fly
19.9,Male,36,Intermediate,Strength,Deadlift
21.9,Male,20,Beginner,Strength,Machine Chest Fly
34.6,Female,50,Intermediate,Flexibility,Hamstring Stretch (Standing)
35.0,Male,31,Advanced,Flexibility,Forward Fold
23.3,Female,51,Beginner,Fat Loss,Step Ups
18.0,Female,21,Advanced,Endurance,Air Squats
31.5,Female,24,Beginner,Flexibility,Cat-Cow Stretch
18.3,Female,55,Beginner,Fat Loss,Running (Treadmill)
22.7,Female,21,Advanced,Fat Loss,Elliptical Trainer
28.5,Male,58,Beginner,Endurance,Plank
17.1,Male,23,Advanced,Endurance,Cycling (Outdoor)
29.1,Female,26,Advanced,Strength,Overhead Press
28.0,Female,56,Intermediate,Flexibility,Deep Squat Hold
28.4,Male,45,Advanced,Flexibility,Hamstring Stretch (Standing)
15.9,Male,19,Intermediate,Flexibility,Spiderman Stretch
24.2,Female,25,Intermediate,Endurance,Push Ups
21.9,Female,57,Beginner,Flexibility,Forward Fold
30.9,Male,24,Beginner,Endurance,Battle Ropes
16.8,Male,23,Advanced,Strength,Dumbbell Rows
25.3,Female,32,Beginner,Strength,Overhead Press
25.3,Female,32,Beginner,Strength,Overhead Press
23.7,Female,20,Intermediate,Fat Loss,Dumbbell Lunges
19.4,Female,47,Advanced,Fat Loss,Jumping Jacks
26.1,Male,46,Advanced,Flexibility,Pigeon Pose
22.1,Male,58,Advanced,Fat Loss,Running (Treadmill)
28.4,Male,45,Advanced,Flexibility,Forward Fold
21.8,Female,24,Beginner,Endurance,Air Squats
19.7,Female,30,Intermediate,Flexibility,Pigeon Pose
31.1,Female,39,Advanced,Fat Loss,Running (Treadmill)
32.3,Female,52,Beginner,Flexibility,Shoulder Pass-Throughs
27.1,Female,47,Intermediate,Strength,Bench Press
29.4,Female,50,Beginner,Fat Loss,Mountain Climbers
32.6,Male,33,Advanced,Flexibility,Spiderman Stretch
27.7,Female,57,Advanced,Flexibility,Hamstring Stretch (Standing)
18.2,Male,34,Intermediate,Endurance,Running (Outdoor)
25.6,Male,25,Intermediate,Endurance,Battle Ropes
30.3,Female,60,Advanced,Fat Loss,Jump Rope
17.7,Male,53,Intermediate,Fat Loss,Running (Treadmill)
28.7,Male,58,Advanced,Endurance,Push Ups
26.5,Female,59,Intermediate,Fat Loss,Mountain Climbers
19.4,Female,36,Advanced,Flexibility,Pigeon Pose
20.4,Female,32,Beginner,Strength,Pull Ups
31.4,Female,38,Beginner,Flexibility,Child's Pose
29.1,Female,26,Advanced,Strength,Barbell Squat
29.6,Male,58,Beginner,Strength,T-Bar Row
27.1,Male,55,Advanced,Endurance,Battle Ropes
28.5,Male,58,Beginner,Endurance,Cycling (Outdoor)
22.1,Male,24,Advanced,Strength,Lat Pulldown
16.6,Female,35,Advanced,Strength,Pull Ups
15.7,Female,45,Advanced,Flexibility,Pigeon Pose
19.0,Male,56,Intermediate,Fat Loss,Mountain Climbers
26.5,Female,25,Advanced,Flexibility,Forward Fold
22.5,Female,38,Advanced,Strength,Lat Pulldown
31.7,Male,37,Beginner,Strength,Overhead Press
22.2,Male,59,Beginner,Flexibility,Hamstring Stretch (Standing)
22.7,Female,34,Beginner,Endurance,Push Ups
25.3,Female,19,Intermediate,Flexibility,Spiderman Stretch
30.7,Female,57,Beginner,Fat Loss,Kettlebell Swing
19.1,Female,60,Beginner,Strength,Deadlift
19.2,Male,30,Intermediate,Flexibility,Child's Pose
18.0,Female,52,Intermediate,Strength,Bench Press
15.1,Female,55,Beginner,Fat Loss,Dumbbell Lunges
19.9,Female,22,Intermediate,Strength,Machine Leg Extension
16.4,Female,34,Beginner,Strength,Overhead Press
21.9,Male,20,Beginner,Strength,Machine Chest Fly
33.1,Female,48,Advanced,Endurance,Push Ups
33.5,Male,32,Advanced,Strength,Leg Press
28.2,Male,45,Beginner,Flexibility,Cat-Cow Stretch
16.6,Female,58,Advanced,Endurance,Wall Sit
32.6,Male,24,Beginner,Fat Loss,Goblet Squat
22.3,Male,32,Beginner,Strength,Machine Leg Extension
32.4,Male,50,Advanced,Endurance,Recumbent Bike
32.4,Male,54,Advanced,Flexibility,Shoulder Pass-Throughs
31.0,Female,60,Intermediate,Fat Loss,Step Ups
18.0,Female,21,Advanced,Endurance,Push Ups
21.5,Male,34,Intermediate,Flexibility,Hamstring Stretch (Standing)
24.7,Male,56,Intermediate,Endurance,Air Squats
16.5,Female,46,Advanced,Flexibility,Cat-Cow Stretch
15.3,Male,26,Advanced,Endurance,Plank
17.7,Male,53,Intermediate,Fat Loss,Elliptical Trainer
24.6,Male,22,Intermediate,Endurance,Kettlebell Clean & Press
22.1,Male,20,Advanced,Endurance,Air Squats
20.7,Male,45,Advanced,Endurance,Air Squats
23.1,Female,38,Advanced,Strength,Dumbbell Rows
28.2,Male,45,Beginner,Flexibility,Spiderman Stretch
22.7,Female,21,Advanced,Fat Loss,Kettlebell Swing
30.5,Female,25,Intermediate,Fat Loss,Jump Rope
27.9,Male,25,Intermediate,Flexibility,Forward Fold
23.6,Female,21,Advanced,Flexibility,Forward Fold
26.0,Female,47,Intermediate,Strength,Deadlift
34.0,Male,32,Intermediate,Strength,Overhead Press
33.1,Female,46,Intermediate,Strength,Machine Chest Fly
34.7,Female,51,Advanced,Endurance,Battle Ropes
17.6,Female,39,Intermediate,Flexibility,Spiderman Stretch
20.1,Female,57,Advanced,Strength,Bench Press
22.0,Male,57,Beginner,Endurance,Recumbent Bike
22.3,Female,36,Beginner,Fat Loss,Jumping Jacks
18.0,Female,48,Advanced,Endurance,Battle Ropes
33.9,Female,48,Intermediate,Flexibility,Child's Pose
15.9,Male,53,Beginner,Flexibility,Shoulder Pass-Throughs
24.4,Male,35,Intermediate,Fat Loss,Kettlebell Swing
32.5,Male,59,Intermediate,Flexibility,Pigeon Pose
16.8,Male,23,Advanced,Strength,Lat Pulldown
34.6,Male,38,Intermediate,Flexibility,Deep Squat Hold
21.0,Male,20,Beginner,Endurance,Push Ups
34.3,Male,59,Beginner,Fat Loss,Mountain Climbers
29.8,Male,26,Advanced,Fat Loss,Burpees
33.5,Female,50,Intermediate,Strength,Bench Press
21.5,Female,57,Intermediate,Flexibility,Spiderman Stretch
23.0,Male,55,Advanced,Fat Loss,Dumbbell Lunges
21.9,Male,20,Beginner,Strength,Machine Chest Fly
34.0,Male,32,Intermediate,Strength,Pull Ups
28.2,Male,45,Beginner,Flexibility,Forward Fold
22.3,Female,36,Beginner,Fat Loss,Mountain Climbers
24.6,Male,22,Intermediate,Endurance,Kettlebell Clean & Press
18.5,Female,23,Beginner,Strength,Pull Ups
23.5,Female,27,Advanced,Endurance,Recumbent Bike
29.1,Female,47,Advanced,Fat Loss,Step Ups
27.9,Female,23,Intermediate,Endurance,Cycling (Outdoor)
23.3,Female,51,Beginner,Fat Loss,Burpees
20.9,Male,23,Advanced,Fat Loss,Jump Rope
24.9,Male,53,Advanced,Strength,Deadlift
31.8,Male,26,Intermediate,Flexibility,Hamstring Stretch (Standing)
24.6,Male,22,Intermediate,Endurance,Recumbent Bike
32.6,Male,24,Beginner,Fat Loss,Goblet Squat
27.0,Female,23,Advanced,Endurance,Running (Outdoor)
33.5,Female,50,Intermediate,Strength,Overhead Press
33.5,Female,50,Intermediate,Strength,Dumbbell Rows
28.4,Male,45,Advanced,Flexibility,Deep Squat Hold
23.8,Male,55,Advanced,Flexibility,Hamstring Stretch (Standing)
32.6,Female,52,Intermediate,Flexibility,Child's Pose
33.6,Male,38,Advanced,Flexibility,Spiderman Stretch
16.5,Female,46,Advanced,Flexibility,Cat-Cow Stretch
18.1,Female,60,Intermediate,Strength,Machine Chest Fly
32.3,Female,45,Advanced,Strength,Deadlift
25.2,Female,39,Beginner,Endurance,Kettlebell Clean & Press
32.3,Male,30,Intermediate,Fat Loss,Step Ups
31.5,Male,22,Beginner,Endurance,Running (Outdoor)
25.3,Male,22,Intermediate,Strength,Dumbbell Rows
22.5,Male,31,Advanced,Strength,Pull Ups
16.3,Female,47,Beginner,Strength,Machine Chest Fly
32.0,Male,30,Beginner,Flexibility,Pigeon Pose
30.2,Female,55,Beginner,Strength,Lat Pulldown
17.4,Male,39,Intermediate,Strength,T-Bar Row
23.2,Male,58,Intermediate,Fat Loss,Jumping Jacks
32.4,Male,54,Advanced,Flexibility,Shoulder Pass-Throughs
26.6,Female,23,Beginner,Fat Loss,Dumbbell Lunges
27.1,Male,55,Advanced,Endurance,Push Ups
28.8,Male,50,Intermediate,Endurance,Wall Sit
30.3,Female,60,Advanced,Fat Loss,Dumbbell Lunges
21.8,Female,24,Beginner,Endurance,Wall Sit
22.7,Female,30,Advanced,Endurance,Recumbent Bike
20.2,Female,23,Advanced,Strength,T-Bar Row
20.7,Male,19,Intermediate,Fat Loss,Kettlebell Swing
26.4,Male,50,Beginner,Fat Loss,Jumping Jacks
25.9,Female,36,Beginner,Flexibility,Child's Pose
27.4,Female,56,Advanced,Endurance,Wall Sit
22.7,Female,30,Advanced,Endurance,Recumbent Bike
25.2,Female,39,Beginner,Endurance,Recumbent Bike
33.1,Female,46,Intermediate,Strength,Machine Chest Fly
26.5,Female,25,Advanced,Flexibility,Child's Pose
29.4,Female,53,Beginner,Endurance,Cycling (Outdoor)
22.3,Male,32,Beginner,Strength,Bench Press
24.6,Female,56,Beginner,Fat Loss,Jump Rope
28.3,Male,55,Advanced,Fat Loss,Elliptical Trainer
15.3,Male,26,Advanced,Endurance,Kettlebell Clean & Press
17.8,Female,31,Intermediate,Strength,Deadlift
18.8,Female,53,Intermediate,Flexibility,Forward Fold
32.0,Male,30,Beginner,Flexibility,Deep Squat Hold
16.0,Female,48,Advanced,Flexibility,Spiderman Stretch
22.8,Female,58,Intermediate,Flexibility,Deep Squat Hold
25.3,Female,37,Intermediate,Endurance,Wall Sit
19.9,Male,36,Intermediate,Strength,Pull Ups
18.8,Male,33,Beginner,Strength,Deadlift
31.4,Female,38,Beginner,Flexibility,Spiderman Stretch
29.4,Male,49,Intermediate,Strength,Deadlift
30.2,Female,55,Advanced,Strength,T-Bar Row
32.3,Male,54,Beginner,Strength,Leg Press
34.0,Male,32,Intermediate,Strength,Machine Leg Extension
21.0,Female,60,Beginner,Strength,Overhead Press
27.3,Male,23,Intermediate,Strength,Dumbbell Rows
17.9,Female,45,Beginner,Endurance,Plank
21.6,Male,25,Intermediate,Strength,Dumbbell Rows
30.2,Female,55,Advanced,Strength,Machine Chest Fly
19.2,Male,47,Beginner,Endurance,Running (Outdoor)
25.3,Female,32,Beginner,Strength,Overhead Press
30.2,Female,47,Intermediate,Endurance,Kettlebell Clean & Press
32.7,Female,58,Beginner,Endurance,Battle Ropes
21.1,Female,18,Beginner,Endurance,Battle Ropes
30.1,Male,52,Intermediate,Fat Loss,Step Ups
15.5,Male,46,Intermediate,Strength,Overhead Press
32.1,Male,58,Advanced,Endurance,Wall Sit
30.3,Male,59,Beginner,Flexibility,Deep Squat Hold
20.7,Male,37,Beginner,Endurance,Running (Outdoor)
30.8,Female,27,Beginner,Flexibility,Cat-Cow Stretch
24.6,Female,56,Beginner,Fat Loss,Kettlebell Swing
33.4,Male,60,Intermediate,Strength,Lat Pulldown
24.1,Female,59,Intermediate,Endurance,Push Ups
20.7,Male,37,Beginner,Endurance,Running (Outdoor)
20.1,Female,57,Advanced,Strength,Machine Leg Extension
17.8,Female,20,Advanced,Flexibility,Forward Fold
17.7,Male,53,Intermediate,Fat Loss,Burpees
28.2,Male,45,Beginner,Flexibility,Child's Pose
22.0,Male,49,Beginner,Flexibility,Shoulder Pass-Throughs
24.4,Male,35,Intermediate,Fat Loss,Goblet Squat
34.5,Male,18,Intermediate,Fat Loss,Mountain Climbers
32.1,Female,50,Advanced,Fat Loss,Dumbbell Lunges
19.5,Male,32,Intermediate,Endurance,Recumbent Bike
18.0,Female,52,Intermediate,Strength,T-Bar Row
20.9,Female,35,Intermediate,Strength,Barbell Squat
15.2,Female,30,Beginner,Strength,Overhead Press
31.2,Female,25,Beginner,Strength,Overhead Press
17.8,Female,31,Intermediate,Strength,Barbell Squat
19.2,Male,30,Intermediate,Flexibility,Pigeon Pose
